Variable,Group1,Group2,Test,Statistic,p_value,Cohen_d,adj_p_value,Significant
psd_mean_EEG F7,Control,WNV,Mann-Whitney U,709.0,0.005142488534226149,0.8190931368068841,0.00804648205943621,True
psd_std_EEG F7,Control,WNV,Mann-Whitney U,584.0,0.00027940315119077107,0.9172973481066464,0.0006797674227141321,True
fft_mean_EEG F7,Control,WNV,Mann-Whitney U,977.0,0.31431961551796817,0.4574575450217334,0.38004098967172517,False
fft_std_EEG F7,Control,WNV,Mann-Whitney U,666.0,0.002032405720168708,0.9486492435574523,0.0036364568715126205,True
delta_power_EEG F7,Control,WNV,Mann-Whitney U,401.0,1.1907596653450372e-06,1.2486910255158767,5.164272896442064e-06,True
theta_power_EEG F7,Control,WNV,Mann-Whitney U,765.0,0.01536878215114901,0.5083845777399474,0.02190051456538734,True
alpha_power_EEG F7,Control,WNV,Mann-Whitney U,1108.0,0.8962726222019368,-0.05419914564645365,0.9240640213399813,False
beta_power_EEG F7,Control,WNV,Mann-Whitney U,1179.0,0.7356432363305032,0.24787442154937872,0.7954516295281051,False
gamma_power_EEG F7,Control,WNV,Mann-Whitney U,1053.0,0.6184238056841446,0.6053862972431721,0.6950735168111934,False
skewness_EEG F7,Control,WNV,Mann-Whitney U,1230.0,0.4973915591209558,0.45403185100204974,0.5802901523077818,False
kurtosis_EEG F7,Control,WNV,Mann-Whitney U,821.0,0.040445455580888454,0.4608755529171104,0.05507759992073206,False
mean_mpf_EEG F7,Control,WNV,Mann-Whitney U,1569.0,0.0032289656781642377,-0.7619157267469323,0.0053906163413704215,True
median_mpf_EEG F7,Control,WNV,Mann-Whitney U,1636.0,0.0006913206883459525,-0.82817281998831,0.0014218399724228612,True
pswe_percentage_EEG F7,Control,WNV,Mann-Whitney U,390.0,3.7049048731588426e-07,1.5146755210086025,2.025009649849833e-06,True
pswe_events_per_minute_EEG F7,Control,WNV,Mann-Whitney U,400.0,5.314459418852546e-07,1.6310374656858808,2.718550395028418e-06,True
pswe_avg_length_EEG F7,Control,WNV,Mann-Whitney U,382.0,2.716634431963849e-07,1.0259634381017881,1.548481626219394e-06,True
dfv_mean_EEG F7,Control,WNV,Mann-Whitney U,1759.0,2.4940134544092527e-05,-0.830217249707335,8.362280405960436e-05,True
dfv_std_EEG F7,Control,WNV,Mann-Whitney U,1493.0,0.014812070019650805,-0.3357481941815564,0.02118285282380169,True
min_EEG F8,Control,WNV,Mann-Whitney U,1644.0,0.0005679322341127051,-1.0762123098786465,0.0012117912374918147,True
max_EEG F8,Control,WNV,Mann-Whitney U,634.0,0.0009689231423932495,0.8015540118472234,0.0018858552869019832,True
mean_EEG F8,Control,WNV,Mann-Whitney U,980.0,0.32406325878928743,-0.2162884668076246,0.3894615670389328,False
median_EEG F8,Control,WNV,Mann-Whitney U,938.0,0.20517595078134032,-0.07056781196095517,0.2550317892889557,False
std_EEG F8,Control,WNV,Mann-Whitney U,638.0,0.0010654224974975901,1.1685911337257537,0.002053640466191007,True
psd_mean_EEG F8,Control,WNV,Mann-Whitney U,609.0,0.0005272011001790092,1.056052447483658,0.001149471251209971,True
psd_std_EEG F8,Control,WNV,Mann-Whitney U,511.0,3.760201708090154e-05,1.1326621168256363,0.00012002563852223773,True
fft_mean_EEG F8,Control,WNV,Mann-Whitney U,891.0,0.11383902800718411,0.80538376027633,0.14747328628203396,False
fft_std_EEG F8,Control,WNV,Mann-Whitney U,562.0,0.00015634435808598482,1.2161040586126053,0.00041312184686296654,True
delta_power_EEG F8,Control,WNV,Mann-Whitney U,361.0,2.981741447182895e-07,1.4519713395320317,1.6756547005999652e-06,True
theta_power_EEG F8,Control,WNV,Mann-Whitney U,681.0,0.002834208302905627,0.5811215254035329,0.004916735273301501,True
alpha_power_EEG F8,Control,WNV,Mann-Whitney U,1024.0,0.4889554904001052,-0.02589174774299306,0.5738036490283588,False
beta_power_EEG F8,Control,WNV,Mann-Whitney U,1061.0,0.6566090090777245,0.4637812978894386,0.7318072475475198,False
gamma_power_EEG F8,Control,WNV,Mann-Whitney U,1014.0,0.4479553401457437,0.8241375432060379,0.5319469664230706,False
skewness_EEG F8,Control,WNV,Mann-Whitney U,1210.0,0.585832310564883,0.45330296010021004,0.6659461308130722,False
kurtosis_EEG F8,Control,WNV,Mann-Whitney U,641.0,0.0011435500811195181,0.46883068269165185,0.002152247558333433,True
mean_mpf_EEG F8,Control,WNV,Mann-Whitney U,1531.0,0.007123848380961313,-0.6649482217005905,0.010766725393952894,True
median_mpf_EEG F8,Control,WNV,Mann-Whitney U,1623.0,0.0009460970285270918,-0.7506856113423731,0.001859570021587732,True
pswe_percentage_EEG F8,Control,WNV,Mann-Whitney U,336.0,3.406406859241739e-08,1.8754125520335405,2.7737884425254166e-07,True
pswe_events_per_minute_EEG F8,Control,WNV,Mann-Whitney U,349.0,5.682900700248587e-08,1.8619970861190565,4.199032184072567e-07,True
pswe_avg_length_EEG F8,Control,WNV,Mann-Whitney U,359.0,8.318933646218621e-08,0.8228958967005221,5.625855126849542e-07,True
dfv_mean_EEG F8,Control,WNV,Mann-Whitney U,1564.0,0.0035955158553139686,-0.6036846046028024,0.005928143910207742,True
dfv_std_EEG F8,Control,WNV,Mann-Whitney U,1394.0,0.07588859980405947,0.046656468099621116,0.10059651601933464,False
min_EEG T3,Control,WNV,Mann-Whitney U,1648.0,0.0005142405562722919,-0.9652798691896564,0.001133602110235605,True
max_EEG T3,Control,WNV,Mann-Whitney U,558.0,0.00014037171909723253,0.8907302293169368,0.00038100895183534547,True
mean_EEG T3,Control,WNV,Mann-Whitney U,1073.0,0.7155808046844903,0.15307720042895376,0.7843866512887682,False
median_EEG T3,Control,WNV,Mann-Whitney U,1276.0,0.32406325878928743,-0.5723301980490869,0.3894615670389328,False
std_EEG T3,Control,WNV,Mann-Whitney U,693.0,0.0036732186887363776,0.9569474628851659,0.006031334390147385,True
psd_mean_EEG T3,Control,WNV,Mann-Whitney U,640.0,0.0011169376685403957,0.8376475563509804,0.002122181570226752,True
psd_std_EEG T3,Control,WNV,Mann-Whitney U,547.0,0.00010400423309906482,0.8748531943240191,0.00030070789135164396,True
fft_mean_EEG T3,Control,WNV,Mann-Whitney U,947.0,0.22752041593968841,0.7188299404269862,0.2810546314549092,False
fft_std_EEG T3,Control,WNV,Mann-Whitney U,583.0,0.0002722469628240312,0.9142774626328982,0.0006705341862147436,True
delta_power_EEG T3,Control,WNV,Mann-Whitney U,387.0,7.392082695836263e-07,1.3163150417024096,3.511239280522225e-06,True
theta_power_EEG T3,Control,WNV,Mann-Whitney U,747.0,0.010961838140646748,0.49410914836857406,0.016021148051714475,True
alpha_power_EEG T3,Control,WNV,Mann-Whitney U,1077.0,0.7356432363305032,-0.041289953461362064,0.7954516295281051,False
beta_power_EEG T3,Control,WNV,Mann-Whitney U,1086.0,0.7814292165927602,0.19860678965513465,0.8314406864546968,False
gamma_power_EEG T3,Control,WNV,Mann-Whitney U,1029.0,0.510189580313513,0.9364452119796018,0.5900453407104107,False
skewness_EEG T3,Control,WNV,Mann-Whitney U,1060.0,0.6517838031707927,0.12668273998207316,0.7284642506026506,False
kurtosis_EEG T3,Control,WNV,Mann-Whitney U,709.0,0.005142488534226149,0.8008396708581127,0.00804648205943621,True
mean_mpf_EEG T3,Control,WNV,Mann-Whitney U,1663.0,0.0003522244359251777,-0.9136902622288527,0.0008315831357050053,True
median_mpf_EEG T3,Control,WNV,Mann-Whitney U,1703.0,0.00012256360990818156,-1.0084966309616017,0.0003396033357872531,True
pswe_percentage_EEG T3,Control,WNV,Mann-Whitney U,326.5,5.1764601259046305e-09,1.7129864295943622,7.122095138744647e-08,True
pswe_events_per_minute_EEG T3,Control,WNV,Mann-Whitney U,337.5,8.35284224072527e-09,1.7209402142285453,1.0099345618331463e-07,True
pswe_avg_length_EEG T3,Control,WNV,Mann-Whitney U,362.5,2.3989484472528704e-08,1.583796895103945,2.2260010010555705e-07,True
dfv_mean_EEG T3,Control,WNV,Mann-Whitney U,1821.0,3.6592220767413627e-06,-1.136391249878671,1.4600296086198037e-05,True
dfv_std_EEG T3,Control,WNV,Mann-Whitney U,1558.0,0.0040851218374711755,-0.23749262775039925,0.006652912706738771,True
min_EEG T4,Control,WNV,Mann-Whitney U,1759.0,2.4940134544092527e-05,-1.167863992776228,8.362280405960436e-05,True
max_EEG T4,Control,WNV,Mann-Whitney U,503.0,2.976897501394307e-05,1.145145671054204,9.656765065498607e-05,True
mean_EEG T4,Control,WNV,Mann-Whitney U,1167.0,0.7968701027946954,-0.6333072551683434,0.8411406640610674,False
median_EEG T4,Control,WNV,Mann-Whitney U,1583.0,0.0023763633815988374,-1.0005654471172434,0.004176955899814696,True
std_EEG T4,Control,WNV,Mann-Whitney U,588.0,0.00030982802205319564,1.079961650542474,0.0007447071132483438,True
psd_mean_EEG T4,Control,WNV,Mann-Whitney U,574.0,0.0002151403175577868,0.8906909779766667,0.0005502627352920316,True
psd_std_EEG T4,Control,WNV,Mann-Whitney U,498.0,2.5689524779433763e-05,1.0371348729987302,8.541766989161726e-05,True
fft_mean_EEG T4,Control,WNV,Mann-Whitney U,857.0,0.07053107964748684,0.7870934441566949,0.09443590865552769,False
fft_std_EEG T4,Control,WNV,Mann-Whitney U,540.0,8.570679613357745e-05,1.055681640289575,0.00025331119746146226,True
delta_power_EEG T4,Control,WNV,Mann-Whitney U,354.0,2.3234983694054388e-07,1.7396902590946153,1.363346837342309e-06,True
theta_power_EEG T4,Control,WNV,Mann-Whitney U,673.0,0.0023763633815988374,0.40382318633801606,0.004176955899814696,True
alpha_power_EEG T4,Control,WNV,Mann-Whitney U,1036.0,0.5407081054589914,-0.09525221326963626,0.6217364094470823,False
beta_power_EEG T4,Control,WNV,Mann-Whitney U,1111.0,0.9121601720412365,0.3403989780834463,0.935609019651551,False
gamma_power_EEG T4,Control,WNV,Mann-Whitney U,1032.0,0.523157759432589,0.7719282522514758,0.6032946416578122,False
skewness_EEG T4,Control,WNV,Mann-Whitney U,594.0,0.00036133015557013727,1.1080657497459994,0.0008431036963303203,True
kurtosis_EEG T4,Control,WNV,Mann-Whitney U,380.0,5.805759304751733e-07,0.9182393027983017,2.895622453244927e-06,True
mean_mpf_EEG T4,Control,WNV,T-test,3.557991698222841,0.0005424470841146491,-0.8137226156196385,0.0011762847095747012,True
median_mpf_EEG T4,Control,WNV,T-test,3.8415108640819335,0.00019989339856677171,-0.8785642388691791,0.0005145642969557543,True
pswe_percentage_EEG T4,Control,WNV,Mann-Whitney U,374.5,2.982467479906273e-08,1.9958889454231021,2.4791760926720895e-07,True
pswe_events_per_minute_EEG T4,Control,WNV,Mann-Whitney U,381.5,3.998018431383212e-08,2.018448990189833,3.067710296388273e-07,True
pswe_avg_length_EEG T4,Control,WNV,Mann-Whitney U,401.5,9.042544750273164e-08,1.2748027249240768,6.013292258931654e-07,True
dfv_mean_EEG T4,Control,WNV,Mann-Whitney U,1701.0,0.00012941484678708967,-0.9063614375827991,0.00035611395771068124,True
dfv_std_EEG T4,Control,WNV,Mann-Whitney U,1418.0,0.05292733665303168,-0.052281706423617964,0.07134461933972852,False
min_EEG T5,Control,WNV,Mann-Whitney U,1707.0,0.00010987402156542672,-0.8088298318476416,0.0003153937741338508,True
max_EEG T5,Control,WNV,Mann-Whitney U,517.0,4.4721621753517264e-05,0.7277453108381868,0.00014050336283191644,True
mean_EEG T5,Control,WNV,Mann-Whitney U,1148.0,0.8962726222019368,-0.17515274138496884,0.9240640213399813,False
median_EEG T5,Control,WNV,Mann-Whitney U,1377.0,0.09663330548694007,-0.5028458793173192,0.12600225127218656,False
std_EEG T5,Control,WNV,Mann-Whitney U,612.0,0.0005679322341127051,1.017514216613407,0.0012117912374918147,True
psd_mean_EEG T5,Control,WNV,Mann-Whitney U,618.0,0.0006583296274218852,0.8607943124133467,0.0013752540384362943,True
psd_std_EEG T5,Control,WNV,Mann-Whitney U,556.0,0.0001329743006483471,0.9262481086810098,0.00036340236958007187,True
fft_mean_EEG T5,Control,WNV,Mann-Whitney U,754.0,0.012520903973230236,0.8072708599941425,0.018035525939779293,True
fft_std_EEG T5,Control,WNV,Mann-Whitney U,597.0,0.0003899854231820673,0.9310921317645794,0.0008994461494199126,True
delta_power_EEG T5,Control,WNV,Mann-Whitney U,318.0,6.229580259623789e-08,1.543896160807079,4.519277315617985e-07,True
theta_power_EEG T5,Control,WNV,Mann-Whitney U,731.0,0.008028131828577147,0.47630182035852664,0.01199709587866023,True
alpha_power_EEG T5,Control,WNV,Mann-Whitney U,1093.0,0.8175812608864128,-0.11299972352863737,0.8607253907484926,False
beta_power_EEG T5,Control,WNV,Mann-Whitney U,1077.0,0.7356432363305032,-0.01918024660392517,0.7954516295281051,False
gamma_power_EEG T5,Control,WNV,Mann-Whitney U,866.0,0.08040977302409051,0.9315044996324099,0.10588613675449543,False
skewness_EEG T5,Control,WNV,Mann-Whitney U,954.0,0.24606067644033702,-0.08543228036818586,0.3011601530665475,False
kurtosis_EEG T5,Control,WNV,Mann-Whitney U,774.0,0.018108171015338556,-0.06471975420687992,0.025351439421473977,True
mean_mpf_EEG T5,Control,WNV,T-test,4.598783244944967,1.0911222855643412e-05,-1.0517545424891017,4.031090666112705e-05,True
median_mpf_EEG T5,Control,WNV,T-test,5.325154079659157,5.004203902213104e-07,-1.2178775763985616,2.593087476601336e-06,True
pswe_percentage_EEG T5,Control,WNV,Mann-Whitney U,257.5,1.8479780742189678e-10,1.8966820426096587,6.769259899106888e-09,True
pswe_events_per_minute_EEG T5,Control,WNV,Mann-Whitney U,253.0,1.489735788236698e-10,2.0165368092980986,6.604495327849361e-09,True
pswe_avg_length_EEG T5,Control,WNV,Mann-Whitney U,337.5,7.085333437984147e-09,1.5985244230384272,9.119509812115079e-08,True
dfv_mean_EEG T5,Control,WNV,T-test,6.501449300057563,2.086945318818794e-09,-1.4868995710146724,4.0598379948811985e-08,True
dfv_std_EEG T5,Control,WNV,Mann-Whitney U,1430.0,0.04382697767872691,-0.18157477464593913,0.05947946970684367,False
min_EEG T6,Control,WNV,Mann-Whitney U,1823.0,3.430103972410665e-06,-0.909494553309968,1.3824358434261166e-05,True
max_EEG T6,Control,WNV,Mann-Whitney U,394.0,9.391933595533926e-07,1.0709327205263424,4.357420354207019e-06,True
mean_EEG T6,Control,WNV,Mann-Whitney U,1296.0,0.26277488386351,-0.54557158065778,0.31965603250469665,False
median_EEG T6,Control,WNV,Mann-Whitney U,1697.0,0.00014421416345552406,-1.216179685407136,0.0003887935893159061,True
std_EEG T6,Control,WNV,Mann-Whitney U,521.0,5.015925775870008e-05,1.1532962451122841,0.0001563558112946979,True
psd_mean_EEG T6,Control,WNV,Mann-Whitney U,525.0,5.621966541303285e-05,0.9485831386048427,0.00017255112692153931,True
psd_std_EEG T6,Control,WNV,Mann-Whitney U,441.0,4.437972918273771e-06,1.1487559755535308,1.753219004347757e-05,True
fft_mean_EEG T6,Control,WNV,Mann-Whitney U,763.0,0.014812070019650805,0.7827800543797873,0.02118285282380169,True
fft_std_EEG T6,Control,WNV,Mann-Whitney U,470.0,1.103376081710872e-05,1.1530804771059475,4.03896382204255e-05,True
delta_power_EEG T6,Control,WNV,Mann-Whitney U,232.0,2.136756839411157e-09,1.691617159073489,4.0598379948811985e-08,True
theta_power_EEG T6,Control,WNV,Mann-Whitney U,648.0,0.0013468832126357693,0.5116830524655805,0.0024995646597287067,True
alpha_power_EEG T6,Control,WNV,Mann-Whitney U,1076.0,0.730610072123336,-0.14487006115716053,0.7954516295281051,False
beta_power_EEG T6,Control,WNV,Mann-Whitney U,1127.0,0.9973327922055057,-0.08889450692301651,0.9998386534924543,False
gamma_power_EEG T6,Control,WNV,Mann-Whitney U,959.0,0.2599360504442185,0.7105046911643449,0.3171696762301015,False
skewness_EEG T6,Control,WNV,Mann-Whitney U,565.0,0.00016943014434428374,0.0344537321462284,0.00043897810125564425,True
kurtosis_EEG T6,Control,WNV,Mann-Whitney U,466.0,9.752119198192734e-06,0.5645198363343581,3.6708448679989634e-05,True
mean_mpf_EEG T6,Control,WNV,T-test,5.228020022715629,7.670099191275587e-07,-1.1956627469144703,3.6004347968458347e-06,True
median_mpf_EEG T6,Control,WNV,T-test,5.973268379935266,2.609222235704892e-08,-1.3661031228225713,2.269860433727296e-07,True
pswe_percentage_EEG T6,Control,WNV,Mann-Whitney U,288.0,9.230510393203142e-10,2.094083142704739,2.0710992111006566e-08,True
pswe_events_per_minute_EEG T6,Control,WNV,Mann-Whitney U,293.0,1.1597310354495632e-09,2.376503221583828,2.435435174444083e-08,True
pswe_avg_length_EEG T6,Control,WNV,Mann-Whitney U,360.0,2.091923576694768e-08,1.1873090074425856,2.0357987978078352e-07,True
dfv_mean_EEG T6,Control,WNV,T-test,6.229783449708693,7.744643427290443e-09,-1.424768834051224,9.656602273402772e-08,True
dfv_std_EEG T6,Control,WNV,Mann-Whitney U,1552.0,0.004634492919162329,-0.31618794844405523,0.007396650698983077,True
min_EEG A1,Control,WNV,Mann-Whitney U,607.0,0.0004972603925851749,0.8753296257442787,0.0011022605368971377,True
max_EEG A1,Control,WNV,Mann-Whitney U,1675.0,0.00025600962885754955,-0.956664074124859,0.0006344586454295793,True
mean_EEG A1,Control,WNV,Mann-Whitney U,1062.0,0.6612373759404797,0.12282766752636208,0.7331055084220028,False
median_EEG A1,Control,WNV,Mann-Whitney U,1356.0,0.12800627167081227,-0.3341077759268309,0.1652896517691071,False
std_EEG A1,Control,WNV,Mann-Whitney U,1631.0,0.0007743479145785001,-1.1648293581783273,0.0015525870247076459,True
psd_mean_EEG A1,Control,WNV,Mann-Whitney U,1608.0,0.0013369342055620302,-0.5568213484668751,0.0024926950842021033,True
psd_std_EEG A1,Control,WNV,Mann-Whitney U,1573.0,0.002941599668503423,-0.42645870159648597,0.005037331621171097,True
fft_mean_EEG A1,Control,WNV,Mann-Whitney U,1790.0,9.620119880077083e-06,-1.2843973385114642,3.6556455544292914e-05,True
fft_std_EEG A1,Control,WNV,Mann-Whitney U,1632.0,0.0007557972915090759,-1.0083455885939847,0.0015307772553914787,True
delta_power_EEG A1,Control,WNV,Mann-Whitney U,1463.0,0.025230300912668552,-0.18824654984453718,0.03471341401432673,True
theta_power_EEG A1,Control,WNV,Mann-Whitney U,1660.0,0.0003768025781611297,-0.5279137185404744,0.0008740943528272718,True
alpha_power_EEG A1,Control,WNV,Mann-Whitney U,1837.0,2.137416671094801e-06,-0.6346896770460501,9.072651614540697e-06,True
beta_power_EEG A1,Control,WNV,Mann-Whitney U,1871.0,6.784142598532182e-07,-0.7691414775030271,3.3010645083101716e-06,True
gamma_power_EEG A1,Control,WNV,Mann-Whitney U,1772.0,1.668971842636083e-05,-0.4758477040435781,5.945712189391046e-05,True
skewness_EEG A1,Control,WNV,Mann-Whitney U,904.0,0.13484905905291986,0.23502293039030658,0.1730057059875081,False
kurtosis_EEG A1,Control,WNV,Mann-Whitney U,1703.0,0.00012129375857545734,-0.5451681887790454,0.00033843503266858376,True
mean_mpf_EEG A1,Control,WNV,Mann-Whitney U,1974.0,1.5446437068031776e-08,-2.1340912585946574,1.6218758921433365e-07,True
median_mpf_EEG A1,Control,WNV,Mann-Whitney U,1971.0,1.735822384346636e-08,-2.1208963710941284,1.7758798239854047e-07,True
pswe_percentage_EEG A1,Control,WNV,Mann-Whitney U,1107.0,0.8745333583819757,0.6143674925755488,0.9063345714140475,False
pswe_events_per_minute_EEG A1,Control,WNV,Mann-Whitney U,1111.0,0.8988669186805626,0.536833521134006,0.9243502591586198,False
pswe_avg_length_EEG A1,Control,WNV,Mann-Whitney U,1156.5,0.8292147606380843,0.15287750206675257,0.868390261140671,False
dfv_mean_EEG A1,Control,WNV,T-test,7.853257942402692,2.250570419278989e-12,-1.7960619742928314,4.4898879864615835e-10,True
dfv_std_EEG A1,Control,WNV,Mann-Whitney U,1917.0,1.3261824965932876e-07,-1.2014207152760643,8.267919002198778e-07,True
min_EEG A2,Control,WNV,Mann-Whitney U,625.0,0.0007743479145785001,0.7869338144459401,0.0015525870247076459,True
max_EEG A2,Control,WNV,Mann-Whitney U,1567.0,0.003350181467983189,-0.775279693403813,0.005569676690522052,True
mean_EEG A2,Control,WNV,Mann-Whitney U,989.0,0.3541409838501258,0.21977659769752889,0.424331088757358,False
median_EEG A2,Control,WNV,Mann-Whitney U,1527.0,0.007675320224442727,-0.564198668252389,0.011512980336664091,True
std_EEG A2,Control,WNV,Mann-Whitney U,1647.0,0.0005226960063605295,-0.9576030023096601,0.0011459104754826994,True
psd_mean_EEG A2,Control,WNV,Mann-Whitney U,1615.0,0.0011348725340062263,-0.4576418517587061,0.0021460385832629586,True
psd_std_EEG A2,Control,WNV,Mann-Whitney U,1547.0,0.005112927024032889,-0.34094901676246125,0.00804648205943621,True
fft_mean_EEG A2,Control,WNV,Mann-Whitney U,1753.0,2.9407796677572594e-05,-1.0706885088493754,9.617795798648742e-05,True
fft_std_EEG A2,Control,WNV,Mann-Whitney U,1634.0,0.000719927754465162,-0.8556859758800092,0.001473082943751793,True
delta_power_EEG A2,Control,WNV,Mann-Whitney U,1478.0,0.019376324382597544,-0.058911945703031876,0.02703200499530217,True
theta_power_EEG A2,Control,WNV,Mann-Whitney U,1653.0,0.0004498143810642426,-0.4660663456051014,0.0010197496479808683,True
alpha_power_EEG A2,Control,WNV,Mann-Whitney U,1786.0,1.088612846292826e-05,-0.542215246117253,4.031090666112705e-05,True
beta_power_EEG A2,Control,WNV,Mann-Whitney U,1830.0,2.6903447719615986e-06,-0.6298371738226728,1.1181745458465395e-05,True
gamma_power_EEG A2,Control,WNV,Mann-Whitney U,1750.0,3.2113887751214936e-05,-0.3541814738703483,0.00010333420332850613,True
skewness_EEG A2,Control,WNV,T-test,-2.718501342494543,0.007564739242066843,0.6217288320501335,0.011389928141828945,True
kurtosis_EEG A2,Control,WNV,Mann-Whitney U,1591.0,0.0019734532507350495,-0.18594921274924436,0.0035791265774694765,True
mean_mpf_EEG A2,Control,WNV,Mann-Whitney U,1912.0,1.5906965640035434e-07,-2.258387356864496,9.616483773294148e-07,True
median_mpf_EEG A2,Control,WNV,Mann-Whitney U,1919.0,1.232757576827354e-07,-2.2811763513031136,7.807464653239909e-07,True
pswe_percentage_EEG A2,Control,WNV,Mann-Whitney U,1117.0,0.9370979565484089,0.8579166864450679,0.9538318486296306,False
pswe_events_per_minute_EEG A2,Control,WNV,Mann-Whitney U,1120.0,0.9550471345826281,0.801735322153027,0.9622823401476481,False
pswe_avg_length_EEG A2,Control,WNV,Mann-Whitney U,1200.0,0.5908033023841521,0.14800271472988918,0.6696889706002179,False
dfv_mean_EEG A2,Control,WNV,Mann-Whitney U,1935.0,6.828985682983792e-08,-1.7776214887059103,4.865652299125952e-07,True
dfv_std_EEG A2,Control,WNV,Mann-Whitney U,1857.0,1.09482379550442e-06,-1.2235917284845426,4.879789177187993e-06,True
